movieId,title,genres,genre_ids
1387,Jaws (1975),Action|Horror,"[28, 27]"
1388,Jaws 2 (1978),Horror|Thriller,"[27, 53]"
1389,Jaws 3-D (1983),Action|Horror,"[28, 27]"
1390,My Fellow Americans (1996),Comedy,[35]
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,"[28, 35]"
1392,Citizen Ruth (1996),Comedy|Drama,"[35, 18]"
1393,Jerry Maguire (1996),Drama|Romance,"[18, 10749]"
1394,Raising Arizona (1987),Comedy,[35]
1395,Tin Men (1987),Comedy|Drama,"[35, 18]"
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,"[28, 35, 80, 18]"
1397,Bastard Out of Carolina (1996),Drama,[18]
1398,In Love and War (1996),Romance|War,"[10749, 10752]"
1399,Marvin's Room (1996),Drama,[18]
1401,Ghosts of Mississippi (1996),Drama,[18]
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,"[12, 16, 35, 80]"
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,"[35, 27, 9648, 53]"
1408,The Last of the Mohicans (1992),Action|Romance|War|Western,"[28, 10749, 10752, 37]"
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,"[35, 18, 14, 10749]"
1411,Hamlet (1996),Crime|Drama|Romance,"[80, 18, 10749]"
1412,Some Mother's Son (1996),Drama,[18]
1413,The Whole Wide World (1996),Drama,[18]
1414,Mother (1996),Comedy,[35]
1415,Les) Thieves (Voleurs (1996),Crime|Drama|Romance,"[80, 18, 10749]"
1416,Evita (1996),Drama|Musical,[18]
1417,The Portrait of a Lady (1996),Drama,[18]
1419,Walkabout (1971),Adventure|Drama,"[12, 18]"
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
1423,Hearts and Minds (1996),Drama,[18]
1425,Fierce Creatures (1997),Comedy,[35]
1426,Zeus and Roxanne (1997),Children,[]
1427,Turbulence (1997),Action|Thriller,"[28, 53]"
1428,Angel Baby (1995),Drama,[18]
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,"[28, 12, 35, 53]"
1430,Underworld (1996),Comedy|Thriller,"[35, 53]"
1431,Beverly Hills Ninja (1997),Action|Comedy,"[28, 35]"
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,"[28, 35, 80, 18, 53]"
1437,The Cement Garden (1993),Drama,[18]
1438,Dante's Peak (1997),Action|Thriller,"[28, 53]"
1439,Meet Wally Sparks (1997),Comedy,[35]
1440,Amos & Andrew (1993),Comedy,[35]
1441,Benny & Joon (1993),Comedy|Romance,"[35, 10749]"
1442,Prefontaine (1997),Drama,[18]
1445,McHale's Navy (1997),Comedy|War,"[35, 10752]"
1446,Kolya (Kolja) (1996),Comedy|Drama,"[35, 18]"
1447,Gridlock'd (1997),Crime,[80]
1449,Waiting for Guffman (1996),Comedy,[35]
1453,The Beautician and the Beast (1997),Comedy|Romance,"[35, 10749]"
1454,SubUrbia (1997),Comedy|Drama,"[35, 18]"
1456,The Pest (1997),Comedy,[35]
1457,Fools Rush In (1997),Comedy|Drama|Romance,"[35, 18, 10749]"
1458,Touch (1997),Drama|Fantasy|Romance,"[18, 14, 10749]"
1459,Absolute Power (1997),Mystery|Thriller,"[9648, 53]"
1460,That Darn Cat (1997),Children|Comedy|Mystery,"[35, 9648]"
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,[35]
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,"[80, 18, 14, 9648, 10749]"
1465,Rosewood (1997),Action|Drama,"[28, 18]"
1466,Donnie Brasco (1997),Crime|Drama,"[80, 18]"
1468,Booty Call (1997),Comedy|Romance,"[35, 10749]"
1473,Best Men (1997),Action|Comedy|Crime|Drama,"[28, 35, 80, 18]"
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,[35]
1475,Kama Sutra: A Tale of Love (1996),Romance,[10749]
1476,Private Parts (1997),Comedy|Drama,"[35, 18]"
1477,Love Jones (1997),Romance,[10749]
1479,The Saint (1997),Action|Romance|Sci-Fi|Thriller,"[28, 10749, 53]"
1480,Smilla's Sense of Snow (1997),Drama|Thriller,"[18, 53]"
1483,Crash (1996),Drama|Thriller,"[18, 53]"
1484,The Daytrippers (1996),Comedy|Drama|Mystery|Romance,"[35, 18, 9648, 10749]"
1485,Liar Liar (1997),Comedy,[35]
1487,Selena (1997),Drama|Musical,[18]
1488,The Devil's Own (1997),Action|Drama|Thriller,"[28, 18, 53]"
1489,Cats Don't Dance (1997),Animation|Children|Musical,[16]
1490,B*A*P*S (1997),Comedy,[35]
1493,Love and Other Catastrophes (1996),Romance,[10749]
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,"[28, 12]"
1496,Anna Karenina (1997),Drama|Romance,"[18, 10749]"
1497,Double Team (1997),Action,[28]
1498,Inventing the Abbotts (1997),Drama|Romance,"[18, 10749]"
1499,Anaconda (1997),Action|Adventure|Thriller,"[28, 12, 53]"
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,"[35, 80, 10749]"
1502,Kissed (1996),Drama|Romance,"[18, 10749]"
1503,8 Heads in a Duffel Bag (1997),Comedy,[35]
1507,Paradise Road (1997),Drama|War,"[18, 10752]"
1513,Romy and Michele's High School Reunion (1997),Comedy,[35]
1514,Temptress Moon (Feng Yue) (1996),Romance,[10749]
1515,Volcano (1997),Action|Drama|Thriller,"[28, 18, 53]"
1516,Children of the Revolution (1996),Comedy,[35]
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,"[28, 12, 35]"
1518,Breakdown (1997),Action|Thriller,"[28, 53]"
1519,Broken English (1996),Drama,[18]
1526,Fathers' Day (1997),Comedy,[35]
1527,The Fifth Element (1997),Action|Adventure|Comedy|Sci-Fi,"[28, 12, 35]"
1529,Nowhere (1997),Comedy|Drama,"[35, 18]"
1533,The (La promesse) Promise (1996),Drama,[18]
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,"[35, 18, 10749]"
1541,Addicted to Love (1997),Comedy|Romance,"[35, 10749]"
1542,Brassed Off (1996),Comedy|Drama|Romance,"[35, 18, 10749]"
1544,The Lost World: Jurassic Park (1997),Action|Adventure|Sci-Fi|Thriller,"[28, 12, 53]"
1545,Ponette (1996),Drama,[18]
1546,Schizopolis (1996),Comedy,[35]
1547,Shiloh (1997),Children|Drama,[18]
1549,Rough Magic (1995),Drama|Romance,"[18, 10749]"
1550,Trial and Error (1997),Comedy|Romance,"[35, 10749]"
1551,Buddy (1997),Adventure|Children|Drama,"[12, 18]"
1552,Con Air (1997),Action|Adventure|Thriller,"[28, 12, 53]"
1554,The Pillow Book (1996),Drama|Romance,"[18, 10749]"
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,"[28, 10749, 53]"
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,"[28, 12, 14, 53]"
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,"[35, 18, 10749]"
1565,Head Above Water (1996),Comedy|Thriller,"[35, 53]"
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,"[12, 16, 35]"
1569,My Best Friend's Wedding (1997),Comedy|Romance,"[35, 10749]"
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,"[35, 10749]"
1572,Le) Contempt (Mépris (1963),Drama,[18]
1573,Face/Off (1997),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
1574,Fall (1997),Romance,[10749]
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,"[28, 35]"
1581,Out to Sea (1997),Comedy,[35]
1582,Wild America (1997),Adventure|Children,[12]
1583,A Simple Wish (1997),Children|Fantasy,[14]
1584,Contact (1997),Drama|Sci-Fi,[18]
1585,Love Serenade (1996),Comedy,[35]
1586,G.I. Jane (1997),Action|Drama,"[28, 18]"
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,"[28, 12, 14]"
1588,George of the Jungle (1997),Children|Comedy,[35]
1589,Cop Land (1997),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,"[27, 53]"
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,"[28, 12, 53]"
1592,Air Bud (1997),Children|Comedy,[35]
1593,Picture Perfect (1997),Comedy|Romance,"[35, 10749]"
1594,In the Company of Men (1997),Comedy|Drama,"[35, 18]"
1596,Career Girls (1997),Drama,[18]
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,"[18, 9648, 10749, 53]"
1598,Desperate Measures (1998),Crime|Drama|Thriller,"[80, 18, 53]"
1599,Steel (1997),Action,[28]
1600,She's So Lovely (1997),Drama|Romance,"[18, 10749]"
1601,Hoodlum (1997),Crime|Drama|Film-Noir,"[80, 18]"
1602,Leave It to Beaver (1997),Comedy,[35]
1603,Mimic (1997),Horror|Sci-Fi|Thriller,"[27, 53]"
1604,Money Talks (1997),Action|Comedy,"[28, 35]"
1605,Excess Baggage (1997),Adventure|Romance,"[12, 10749]"
1606,Kull the Conqueror (1997),Action|Adventure,"[28, 12]"
1608,Air Force One (1997),Action|Thriller,"[28, 53]"
1609,187 (One Eight Seven) (1997),Drama|Thriller,"[18, 53]"
1610,The Hunt for Red October (1990),Action|Adventure|Thriller,"[28, 12, 53]"
1611,My Own Private Idaho (1991),Drama|Romance,"[18, 10749]"
1612,Guido Kiss Me (1997),Comedy,[35]
1613,Star Maps (1997),Drama,[18]
1614,In & Out (1997),Comedy,[35]
1615,The Edge (1997),Adventure|Drama,"[12, 18]"
1616,The Peacemaker (1997),Action|Thriller|War,"[28, 53, 10752]"
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,"[80, 9648, 53]"
1619,Seven Years in Tibet (1997),Adventure|Drama|War,"[12, 18, 10752]"
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
1621,Soul Food (1997),Drama,[18]
1623,Wishmaster (1997),Horror,[27]
1624,A Thousand Acres (1997),Drama,[18]
1625,The Game (1997),Drama|Mystery|Thriller,"[18, 9648, 53]"
1626,Fire Down Below (1997),Action|Drama|Thriller,"[28, 18, 53]"
1627,U Turn (1997),Crime|Drama|Mystery,"[80, 18, 9648]"
1629,The MatchMaker (1997),Comedy|Romance,"[35, 10749]"
1631,The Assignment (1997),Action|Thriller,"[28, 53]"
1633,Ulee's Gold (1997),Drama,[18]
1635,The Ice Storm (1997),Drama,[18]
1639,Chasing Amy (1997),Comedy|Drama|Romance,"[35, 18, 10749]"
1641,The Full Monty (1997),Comedy|Drama,"[35, 18]"
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,"[35, 18]"
1643,Mrs. Brown) Mrs. Brown (a.k.a. Her Majesty (1997),Drama|Romance,"[18, 10749]"
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,"[27, 9648, 53]"
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,"[18, 9648, 53]"
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,"[35, 10749]"
1647,Playing God (1997),Crime|Drama|Thriller,"[80, 18, 53]"
1648,The House of Yes (1997),Comedy|Drama,"[35, 18]"
1649,Cheap & Out of Control Fast (1997),Documentary,[99]
1650,Washington Square (1997),Drama,[18]
1652,Year of the Horse (1997),Documentary,[99]
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,"[18, 53]"
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,"[18, 14]"
1655,Phantoms (1998),Drama|Horror|Thriller,"[18, 27, 53]"
1656,Swept from the Sea (1997),Drama|Romance,"[18, 10749]"
1658,A Life Less Ordinary (1997),Romance|Thriller,"[10749, 53]"
1659,Hurricane Streets (1997),Drama,[18]
1660,Eve's Bayou (1997),Drama,[18]
1661,Switchback (1997),Crime|Mystery|Thriller,"[80, 9648, 53]"
1662,Gang Related (1997),Crime,[80]
1663,Stripes (1981),Comedy|War,"[35, 10752]"
1665,Bean (1997),Comedy,[35]
1667,Mad City (1997),Action|Drama,"[28, 18]"
1670,Welcome to Sarajevo (1997),Drama|War,"[18, 10752]"
1671,Deceiver (1997),Crime|Drama|Thriller,"[80, 18, 53]"
1672,The Rainmaker (1997),Drama,[18]
1673,Boogie Nights (1997),Drama,[18]
1674,Witness (1985),Drama|Romance|Thriller,"[18, 10749, 53]"
1675,Incognito (1997),Crime|Thriller,"[80, 53]"
1676,Starship Troopers (1997),Action|Sci-Fi,[28]
1677,Critical Care (1997),Comedy|Drama,"[35, 18]"
1678,The Joy Luck Club (1993),Drama|Romance,"[18, 10749]"
1679,Chairman of the Board (1998),Comedy,[35]
1680,Sliding Doors (1998),Drama|Romance,"[18, 10749]"
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,"[28, 12, 14]"
1682,The Truman Show (1998),Comedy|Drama|Sci-Fi,"[35, 18]"
1683,The Wings of the Dove (1997),Drama|Romance,"[18, 10749]"
1684,Mrs. Dalloway (1997),Drama|Romance,"[18, 10749]"
1685,I Love You Not I Love You (1996),Drama|Romance,"[18, 10749]"
1686,Red Corner (1997),Crime|Thriller,"[80, 53]"
1687,The Jackal (1997),Action|Thriller,"[28, 53]"
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,"[12, 16, 18]"
1689,The Man Who Knew Too Little (1997),Comedy|Crime|Thriller,"[35, 80, 53]"
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,"[28, 27]"
1693,Amistad (1997),Drama|Mystery,"[18, 9648]"
1694,The Apostle (1997),Drama,[18]
1695,Artemisia (1997),Drama,[18]
1696,Bent (1997),Drama|War,"[18, 10752]"
1699,The Butcher Boy (1997),Comedy|Drama,"[35, 18]"
1701,Deconstructing Harry (1997),Comedy|Drama,"[35, 18]"
1702,Flubber (1997),Children|Comedy|Fantasy,"[35, 14]"
1703,For Richer or Poorer (1997),Comedy,[35]
1704,Good Will Hunting (1997),Drama|Romance,"[18, 10749]"
1707,Home Alone 3 (1997),Children|Comedy,[35]
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,"[80, 18, 9648]"
1713,Mouse Hunt (1997),Children|Comedy,[35]
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,"[35, 27, 9648, 53]"
1718,Stranger in the House (1997),Thriller,[53]
1719,The Sweet Hereafter (1997),Drama,[18]
1721,Titanic (1997),Drama|Romance,"[18, 10749]"
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,"[28, 12, 53]"
1726,The Postman (1997),Action|Adventure|Drama|Sci-Fi,"[28, 12, 18]"
1727,The Horse Whisperer (1998),Drama|Romance,"[18, 10749]"
1729,Jackie Brown (1997),Crime|Drama|Thriller,"[80, 18, 53]"
1730,Kundun (1997),Drama,[18]
1731,Mr. Magoo (1997),Comedy,[35]
1732,The Big Lebowski (1998),Comedy|Crime,"[35, 80]"
1733,Afterglow (1997),Drama|Romance,"[18, 10749]"
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,"[35, 18]"
1735,Great Expectations (1998),Drama|Romance,"[18, 10749]"
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,"[28, 35]"
1746,Senseless (1998),Comedy,[35]
1747,Wag the Dog (1997),Comedy,[35]
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,"[12, 53]"
1752,Hard Rain (1998),Action|Crime|Thriller,"[28, 80, 53]"
1753,Half Baked (1998),Comedy,[35]
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,"[80, 18, 14, 53]"
1755,Shooting Fish (1997),Comedy|Romance,"[35, 10749]"
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,"[18, 10749]"
1759,Companheiro?) Four Days in September (O Que É Isso (1997),Drama,[18]
1760,Spice World (1997),Comedy,[35]
1762,Deep Rising (1998),Action|Horror|Sci-Fi,"[28, 27]"
1767,Music From Another Room (1998),Drama|Romance,"[18, 10749]"
1769,The Replacement Killers (1998),Action|Crime|Thriller,"[28, 80, 53]"
1770,B. Monkey (1998),Crime|Romance|Thriller,"[80, 10749, 53]"
1771,Night Flier (1997),Horror,[27]
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,"[28, 35]"
1777,The Wedding Singer (1998),Comedy|Romance,"[35, 10749]"
1779,Sphere (1998),Sci-Fi|Thriller,[53]
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,"[80, 18, 9648, 10749, 53]"
1784,As Good as It Gets (1997),Comedy|Drama|Romance,"[35, 18, 10749]"
1785,King of New York (1990),Crime|Thriller,"[80, 53]"
1791,Twilight (1998),Crime|Drama|Thriller,"[80, 18, 53]"
1792,U.S. Marshals (1998),Action|Crime|Thriller,"[28, 80, 53]"
1793,Welcome to Woop-Woop (1997),Comedy,[35]
1794,Love and Death on Long Island (1997),Comedy|Drama,"[35, 18]"
1797,Everest (1998),Documentary|IMAX,[99]
1798,Hush (1998),Thriller,[53]
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,"[35, 80, 18, 9648, 53]"
1801,The Man in the Iron Mask (1998),Action|Adventure|Drama,"[28, 12, 18]"
1804,The Newton Boys (1998),Crime|Drama,"[80, 18]"
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
1806,Paulie (1998),Adventure|Children|Comedy,"[12, 35]"
1807,"A Cool, Dry Place (1998)",Drama,[18]
1809,Fireworks (Hana-bi) (1997),Crime|Drama,"[80, 18]"
1810,Primary Colors (1998),Comedy|Drama,"[35, 18]"
1812,Wide Awake (1998),Children|Comedy|Drama,"[35, 18]"
1816,Two Girls and a Guy (1997),Comedy|Drama,"[35, 18]"
1821,The Object of My Affection (1998),Comedy|Romance,"[35, 10749]"
1824,Homegrown (1998),Comedy|Thriller,"[35, 53]"
1825,The Players Club (1998),Comedy|Drama,"[35, 18]"
1826,Barney's Great Adventure (1998),Adventure|Children,[12]
1827,The Big One (1997),Comedy|Documentary,"[35, 99]"
1829,Chinese Box (1997),Drama|Romance,"[18, 10749]"
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,"[28, 12]"
1833,Mercury Rising (1998),Action|Drama|Thriller,"[28, 18, 53]"
1834,The Spanish Prisoner (1997),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
1835,City of Angels (1998),Drama|Fantasy|Romance,"[18, 14, 10749]"
1836,The Last Days of Disco (1998),Comedy|Drama,"[35, 18]"
1837,The Odd Couple II (1998),Comedy,[35]
1839,My Giant (1998),Comedy,[35]
1840,He Got Game (1998),Drama,[18]
1841,The Gingerbread Man (1998),Drama|Thriller,"[18, 53]"
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,"[18, 10749]"
1845,Zero Effect (1998),Comedy|Mystery|Thriller,"[35, 9648, 53]"
1848,The Borrowers (1997),Adventure|Children|Comedy|Fantasy,"[12, 35, 14]"
1855,Krippendorf's Tribe (1998),Comedy,[35]
1856,Kurt & Courtney (1998),Documentary,[99]
1857,The Real Blonde (1997),Comedy,[35]
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,"[28, 35]"
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,[18]
1860,Character (Karakter) (1997),Drama,[18]
1862,Species II (1998),Horror|Sci-Fi,[27]
1863,Major League: Back to the Minors (1998),Comedy,[35]
1866,The Big Hit (1998),Action|Comedy|Crime,"[28, 35, 80]"
1867,Tarzan and the Lost City (1998),Action|Adventure,"[28, 12]"
1870,Texas Pop. 81 Dancer (1998),Comedy|Drama,"[35, 18]"
1873,Les Misérables (1998),Crime|Drama|Romance|War,"[80, 18, 10749, 10752]"
1875,Clockwatchers (1997),Comedy,[35]
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,"[18, 53]"
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,"[12, 16, 14]"
1882,Godzilla (1998),Action|Sci-Fi|Thriller,"[28, 53]"
1883,Bulworth (1998),Comedy|Drama|Romance,"[35, 18, 10749]"
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,"[12, 35, 18]"
1885,The Opposite of Sex (1998),Comedy|Drama|Romance,"[35, 18, 10749]"
1887,Almost Heroes (1998),Adventure|Comedy|Western,"[12, 35, 37]"
1888,Hope Floats (1998),Comedy|Drama|Romance,"[35, 18, 10749]"
1889,Insomnia (1997),Drama|Mystery|Thriller,"[18, 9648, 53]"
1891,The Ugly (1997),Horror|Thriller,"[27, 53]"
1892,A Perfect Murder (1998),Thriller,[53]
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,[18]
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,"[12, 35, 10749]"
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,"[35, 18, 10749]"
1897,High Art (1998),Drama|Romance,"[18, 10749]"
1900,The (Bacheha-Ye Aseman) Children of Heaven (1997),Comedy|Drama,"[35, 18]"
1902,Dream for an Insomniac (1996),Drama|Romance,"[18, 10749]"
1904,Henry Fool (1997),Comedy|Drama,"[35, 18]"
1906,Mr. Jealousy (1997),Comedy|Romance,"[35, 10749]"
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,"[12, 16, 35, 18, 10749]"
1909,The X-Files: Fight the Future (1998),Action|Crime|Mystery|Sci-Fi|Thriller,"[28, 80, 9648, 53]"
1910,I Went Down (1997),Comedy|Crime|Drama,"[35, 80, 18]"
1911,Dr. Dolittle (1998),Comedy,[35]
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,"[35, 80, 18, 10749, 53]"
1913,Picnic at Hanging Rock (1975),Drama|Mystery,"[18, 9648]"
1914,Smoke Signals (1998),Comedy|Drama,"[35, 18]"
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,"[18, 10749]"
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,"[28, 10749, 53]"
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,"[28, 35, 80, 53]"
1919,Madeline (1998),Children|Comedy,[35]
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,"[16, 14, 10752]"
1921,Pi (1998),Drama|Sci-Fi|Thriller,"[18, 53]"
1922,Whatever (1998),Drama,[18]
1923,There's Something About Mary (1998),Comedy|Romance,"[35, 10749]"
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,[27]
1926,The Broadway Melody (1929),Musical,[]
1927,All Quiet on the Western Front (1930),Action|Drama|War,"[28, 18, 10752]"
1928,Cimarron (1931),Drama|Western,"[18, 37]"
1929,Grand Hotel (1932),Drama|Romance,"[18, 10749]"
1931,Mutiny on the Bounty (1935),Adventure|Drama,"[12, 18]"
1932,The Great Ziegfeld (1936),Drama|Musical,[18]
1933,The Life of Emile Zola (1937),Drama,[18]
1934,You Can't Take It with You (1938),Comedy|Romance,"[35, 10749]"
1936,Mrs. Miniver (1942),Drama|War,"[18, 10752]"
1937,Going My Way (1944),Comedy|Drama|Musical,"[35, 18]"
1938,The Lost Weekend (1945),Drama,[18]
1939,The Best Years of Our Lives (1946),Drama|War,"[18, 10752]"
1940,Gentleman's Agreement (1947),Drama,[18]
1941,Hamlet (1948),Drama,[18]
1942,All the King's Men (1949),Drama,[18]
1944,From Here to Eternity (1953),Drama|Romance|War,"[18, 10749, 10752]"
1945,On the Waterfront (1954),Crime|Drama,"[80, 18]"
1946,Marty (1955),Drama|Romance,"[18, 10749]"
1947,West Side Story (1961),Drama|Musical|Romance,"[18, 10749]"
1948,Tom Jones (1963),Adventure|Comedy|Romance,"[12, 35, 10749]"
1949,A Man for All Seasons (1966),Drama,[18]
1950,In the Heat of the Night (1967),Drama|Mystery,"[18, 9648]"
1951,Oliver! (1968),Drama|Musical,[18]
1952,Midnight Cowboy (1969),Drama,[18]
1953,The French Connection (1971),Action|Crime|Thriller,"[28, 80, 53]"
1954,Rocky (1976),Drama,[18]
1955,Kramer vs. Kramer (1979),Drama,[18]
1956,Ordinary People (1980),Drama,[18]
1957,Chariots of Fire (1981),Drama,[18]
1958,Terms of Endearment (1983),Comedy|Drama,"[35, 18]"
1959,Out of Africa (1985),Drama|Romance,"[18, 10749]"
1960,The Last Emperor (1987),Drama,[18]
1961,Rain Man (1988),Drama,[18]
1962,Driving Miss Daisy (1989),Drama,[18]
1963,Take the Money and Run (1969),Comedy|Crime,"[35, 80]"
1964,Klute (1971),Drama|Mystery,"[18, 9648]"
1965,Repo Man (1984),Comedy|Sci-Fi,[35]
1966,Metropolitan (1990),Comedy,[35]
1967,Labyrinth (1986),Adventure|Fantasy|Musical,"[12, 14]"
1968,The Breakfast Club (1985),Comedy|Drama,"[35, 18]"
1969,A Nightmare on Elm Street 2: Freddy's Revenge (1985),Horror,[27]
1970,A Nightmare on Elm Street 3: Dream Warriors (1987),Horror|Thriller,"[27, 53]"
1971,A Nightmare on Elm Street 4: The Dream Master (1988),Horror|Thriller,"[27, 53]"
1972,A Nightmare on Elm Street 5: The Dream Child (1989),Horror,[27]
1973,A) Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead (1991),Horror,[27]
1974,Friday the 13th (1980),Horror|Mystery|Thriller,"[27, 9648, 53]"
1975,Friday the 13th Part 2 (1981),Horror,[27]
1976,Friday the 13th Part 3: 3D (1982),Horror,[27]
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,[27]
1978,Friday the 13th Part V: A New Beginning (1985),Horror,[27]
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,[27]
1980,Friday the 13th Part VII: The New Blood (1988),Horror,[27]
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,[27]
1982,Halloween (1978),Horror,[27]
1983,Halloween II (1981),Horror,[27]
1984,Halloween III: Season of the Witch (1982),Horror,[27]
1985,Halloween 4: The Return of Michael Myers (1988),Horror,[27]
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,[27]
1987,Prom Night (1980),Horror,[27]
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,[27]
1991,Child's Play (1988),Horror|Thriller,"[27, 53]"
1992,Child's Play 2 (1990),Horror|Thriller,"[27, 53]"
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,"[35, 27, 53]"
1994,Poltergeist (1982),Horror|Thriller,"[27, 53]"
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,"[27, 53]"
1996,Poltergeist III (1988),Horror|Thriller,"[27, 53]"
1997,The Exorcist (1973),Horror|Mystery,"[27, 9648]"
1998,Exorcist II: The Heretic (1977),Horror,[27]
1999,The Exorcist III (1990),Horror,[27]
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,"[28, 35, 80, 18]"
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,"[28, 35, 80, 18]"
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,"[28, 35, 80, 18]"
2003,Gremlins (1984),Comedy|Horror,"[35, 27]"
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,"[35, 27]"
2005,The Goonies (1985),Action|Adventure|Children|Comedy|Fantasy,"[28, 12, 35, 14]"
2006,The Mask of Zorro (1998),Action|Comedy|Romance,"[28, 35, 10749]"
2007,Polish Wedding (1998),Comedy,[35]
2008,Then the Fireworks This World (1997),Crime|Drama|Film-Noir,"[80, 18]"
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,"[18, 9648, 53]"
