movieId,title,genres
1911,Beyond the Poseidon Adventure (1979),12
1912,Dancemaker (1998),99
1913,Analyze This (1999),35
1914,The Corruptor (1999),28|80|18|53
1915,Cruel Intentions (1999),18
1916,Stock & Two Smoking Barrels Lock (1998),35|80|53
1917,"L') School of Flesh, The (École de la chair (1998)",18|10749
1918,The Deep End of the Ocean (1999),18
1919,The Rage: Carrie 2 (1999),27
1920,Wing Commander (1999),28
1921,The Haunting (1963),27|53
1922,Dead Ringers (1988),18|27|53
1923,My Boyfriend's Back (1993),35
1924,Village of the Damned (1960),27|53
1925,Children of the Damned (1963),27|53
1926,Baby Geniuses (1999),35
1927,I Stand Alone (Seul contre tous) (1998),18|53
1928,Forces of Nature (1999),35|10749
1929,The King and I (1999),16
1930,Ravenous (1999),27|53
1931,True Crime (1999),80|53
1932,Dangerous Beauty (1998),18
1933,The King and I (1956),18|10749
1934,Doug's 1st Movie (1999),16
1935,EDtv (1999),35
1936,The Mod Squad (1999),28|80
1937,A Walk on the Moon (1999),18|10749
1938,The Matrix (1999),28|53
1939,10 Things I Hate About You (1999),35|10749
1940,Tango (1998),18
1941,The Out-of-Towners (1999),35
1942,"La) Dreamlife of Angels, The (Vie rêvée des anges (1998)",18
1943,Metroland (1997),35|18
1944,Following (1998),80|9648|53
1945,Go (1999),35|80
1946,Never Been Kissed (1999),35|10749
1947,Twin Dragons (Shuang long hui) (1992),28|35
1948,Cookie's Fortune (1999),35|18
1949,The (Los Amantes del Círculo Polar) Lovers of the Arctic Circle (1998),18|10749
1950,Goodbye Lover (1999),35|80|53
1951,Life (1999),35|80|18
1952,Friends & Lovers (1999),35|18|10749
1953,Hideous Kinky (1998),18
1954,"Il) Monster, The (Mostro (1994)",35
1955,Open Your Eyes (Abre los ojos) (1997),18|10749|53
1956,SLC Punk! (1998),35|18
1957,Lost & Found (1999),35|10749
1958,Pushing Tin (1999),35
1959,Election (1999),35
1960,eXistenZ (1999),28|53
1961,Entrapment (1999),80|53
1962,Idle Hands (1999),35|27
1963,Get Real (1998),18|10749
1964,The (Bian Lian) King of Masks (1996),18
1965,The Winslow Boy (1999),18
1966,Mildred Pierce (1945),18
1967,Night of the Comet (1984),35|27
1968,Chopping Mall (a.k.a. Killbots) (1986),28|27
1969,My Science Project (1985),12
1970,Dick Tracy (1990),28|80
1971,The Mummy (1999),28|12|35|14|27|53
1972,The Castle (1997),35
1973,This Is My Father (1998),18|10749
1974,William Shakespeare's A Midsummer Night's Dream (1999),35|14
1975,Trippin' (1999),35
1976,After Life (Wandafuru raifu) (1998),18|14
1977,Black Mask (Hak hap) (1996),28|12|80|53
1978,Star Wars: Episode I - The Phantom Menace (1999),28|12
1979,The Love Letter (1999),35|10749
1980,Besieged (a.k.a. L' Assedio) (1998),18
1981,The (Rekopis znaleziony w Saragossie) Saragossa Manuscript (1965),12|18|9648
1982,The Mummy (1932),27|10749
1983,The Mummy (1959),27
1984,Mommie Dearest (1981),18
1985,Superman (1978),28|12
1986,Superman II (1980),28
1987,Superman III (1983),28|12
1988,Superman IV: The Quest for Peace (1987),28|12
1989,Dracula (1931),27
1990,Frankenstein (1931),18|27
1991,Frankenstein Meets the Wolf Man (1943),27
1992,The Curse of Frankenstein (1957),27
1993,The Wolf Man (1941),18|14|27
1994,Howling II: Your Sister Is a Werewolf (1985),27
1995,Tarantula (1955),27
1996,The Rocky Horror Picture Show (1975),35|27
1997,It Came from Hollywood (1982),35|99
1998,The Thing from Another World (1951),27
1999,It Came from Outer Space (1953),
2000,The War of the Worlds (1953),28|18
2001,Invasion of the Body Snatchers (1956),27|53
2002,Earth vs. the Flying Saucers (1956),
2003,Swamp Thing (1982),27
2004,Pork Chop Hill (1959),10752
2005,Run Silent Run Deep (1958),10752
2006,Notting Hill (1999),35|10749
2007,The Thirteenth Floor (1999),18|53
2008,The Loss of Sexual Innocence (1999),18|14
2009,Instinct (1999),18|53
2010,Buena Vista Social Club (1999),99
2011,Free Enterprise (1998),35|10749
2012,Limbo (1999),18
2013,Austin Powers: The Spy Who Shagged Me (1999),28|12|35
2014,"Le) Red Violin, The (Violon rouge (1998)",18|9648
2015,Tarzan (1999),12|16|18
2016,The General's Daughter (1999),80|18|9648|53
2017,An Ideal Husband (1999),35|10749
2018,The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) Legend of 1900 (1998),18
2019,Run Lola Run (Lola rennt) (1998),28|80
2020,Trekkies (1997),99
2021,Big Daddy (1999),35
2022,The Boys (1998),18
2023,"Le) Dinner Game, The (Dîner de cons (1998)",35
2024,My Son the Fanatic (1997),35|18|10749
2025,Zone 39 (1997),
2026,Arachnophobia (1990),35|27
2027,Longer and Uncut South Park: Bigger (1999),16|35
2028,Wild Wild West (1999),28|35|37
2029,Summer of Sam (1999),18
2030,American Pie (1999),35|10749
2031,Arlington Road (1999),53
2032,An (Conte d'automne) Autumn Tale (1998),10749
2033,Muppets From Space (1999),35
2034,The Blair Witch Project (1999),18|27|53
2035,Eyes Wide Shut (1999),18|9648|53
2036,Lake Placid (1999),27|53
2037,Ghostbusters (a.k.a. Ghost Busters) (1984),28|35
2038,Ghostbusters II (1989),35|14
2039,Drop Dead Gorgeous (1999),35
2040,The Haunting (1999),27|53
2041,Inspector Gadget (1999),28|12|35
2042,Deep Blue Sea (1999),28|27|53
2043,Mystery Men (1999),28|35|14
2044,Runaway Bride (1999),35|10749
2045,Twin Falls Idaho (1999),18
2046,The Killing (1956),80
2047,Killer's Kiss (1955),80
2048,Spartacus (1960),28|18|10749|10752
2049,Lolita (1962),18|10749
2050,Barry Lyndon (1975),18|10749|10752
2051,The (Les quatre cents coups) 400 Blows (1959),80|18
2052,Jules and Jim (Jules et Jim) (1961),18|10749
2053,Vibes (1988),12|35|10749
2054,The Mosquito Coast (1986),12|18|53
2055,The Golden Child (1986),28|12|35|14|9648
2056,Brighton Beach Memoirs (1986),35
2057,Assassination (1987),28|18|53
2058,Crimes of the Heart (1986),35|18
2059,The Color Purple (1985),18
2060,The Kindred (1986),27
2061,No Mercy (1986),28|80|53
2062,Ménage (Tenue de soirée) (1986),35|18
2063,Native Son (1986),18
2064,Otello (1986),18
2065,The Mission (1986),18
2066,Little Shop of Horrors (1986),35|27
2067,The Little Shop of Horrors (1960),35|27
2068,Allan Quatermain and the Lost City of Gold (1987),28|12|35
2069,The Morning After (1986),18|9648
2070,Radio Days (1987),35|18
2071,From the Hip (1987),35|18
2072,Outrageous Fortune (1987),35|9648
2073,Deadtime Stories (1987),27
2074,Frances (1982),18
2075,Dick (1999),35
2076,The Iron Giant (1999),12|16|18
2077,The Sixth Sense (1999),18|27|9648
2078,The Thomas Crown Affair (1999),28|9648
2079,The Thomas Crown Affair (1968),80|18|10749|53
2080,The Acid House (1998),35|18
2081,The Adventures of Sebastian Cole (1998),35|18
2082,The Yards (2000),80|18
2083,Bowfinger (1999),35
2084,Brokedown Palace (1999),18
2085,Detroit Rock City (1999),35
2086,Better Than Chocolate (1999),35|10749
2087,Head On (1998),18
2088,Heaven Can Wait (1978),35
2089,Pit and the Pendulum (1961),27
2090,The Masque of the Red Death (1964),27
2091,Haunted Honeymoon (1986),35
2092,Cat's Eye (1985),27
2093,Monty Python's And Now for Something Completely Different (1971),35
2094,Damien: Omen II (1978),27
2095,The (a.k.a. Omen III: The Final Conflict) Final Conflict (1981),27|53
2096,Airplane! (1980),35
2097,Airplane II: The Sequel (1982),35
2098,An American Werewolf in Paris (1997),35|27|10749|53
2099,European Vacation (aka National Lampoon's European Vacation) (1985),12|35|10749
2100,National Lampoon's Vacation (1983),35
2101,Funny Farm (1988),35
2102,Big (1988),35|18|14|10749
2103,Problem Child (1990),35
2104,Problem Child 2 (1991),35
2105,Little Nemo: Adventures in Slumberland (1992),12|16|18|14
2106,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),18|10749
2107,Tequila Sunrise (1988),28|18|10749|53
2108,The Pelican Brief (1993),80|18|9648|10749|53
2109,A Christmas Story (1983),35
2110,Mickey Blue Eyes (1999),35|10749
2111,Teaching Mrs. Tingle (1999),35|53
2112,Universal Soldier: The Return (1999),28
2113,Universal Soldier (1992),28
2114,Perfect Blue (1997),16|27|9648|53
2115,In Too Deep (1999),28|53
2116,The Source (1999),99
2117,Iron Eagle (1986),28|10752
2118,Iron Eagle II (1988),28|10752
2119,Aces: Iron Eagle III (1992),28
2120,Iron Eagle IV (1995),28|10752
2121,Three Days of the Condor (3 Days of the Condor) (1975),18|9648|10749|53
2122,Hamlet (1964),18
2123,Medicine Man (1992),12|10749
2124,On the Ropes (1999),99|18
2125,The 13th Warrior (1999),28|12|14
2126,The Astronaut's Wife (1999),27|53
2127,Dudley Do-Right (1999),35
2128,The Muse (1999),35
2129,Chill Factor (1999),28|12|35|53
2130,Outside Providence (1999),35
2131,Bedrooms & Hallways (1998),35|10749
2132,West Beirut (West Beyrouth) (1998),18
2133,Stigmata (1999),18|53
2134,Stir of Echoes (1999),27|9648|53
2135,"beli macor) Black Cat, White Cat (Crna macka (1998)",35|10749
2136,The Minus Man (1999),18|9648
2137,The (Koneko monogatari) Adventures of Milo and Otis (1986),12|35|18
2138,Only Angels Have Wings (1939),12|18|10749
2139,The) Othello (Tragedy of Othello: The Moor of Venice (1952),18
2140,Saturn 3 (1980),12|53
2141,A Soldier's Story (1984),18
2142,I Saw What You Did (1965),53
2143,Yellow Submarine (1968),12|16|35|14
2144,American Beauty (1999),18|10749
2145,Stop Making Sense (1984),99
2146,Blue Streak (1999),35
2147,For Love of the Game (1999),35|18
2148,Caligula (1979),18
2149,A Hard Day's Night (1964),12|35
2150,Sugar Town (1999),35
2151,The Buddy Holly Story (1978),18
2152,Fright Night (1985),35|27|53
2153,Fright Night Part II (1988),27
2154,Barefoot in the Park (1967),35
2155,Deliverance (1972),12|18|53
2156,Excalibur (1981),12|14
2157,The Pajama Game (1957),35|10749
2158,Sommersby (1993),18|9648|10749
2159,Thumbelina (1994),16|14
2160,Tommy (1975),
2161,Hell Night (1981),27
2162,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),28|12|35
2163,Armour of God (Long xiong hu di) (1987),28|12|35
2164,Double Jeopardy (1999),28|80|18|53
2165,Jakob the Liar (1999),18
2166,Mumford (1999),35|18
2167,Dog Park (1998),35|10749
2168,Guinevere (1999),18|10749
2169,The Adventures of Elmo in Grouchland (1999),35
2170,Simon Sez (1999),28|35
2171,Drive Me Crazy (1999),35|10749
2172,Alaska Mystery (1999),35|18
2173,Three Kings (1999),28|12|35|18|10752
2174,Texas Happy (1999),35
2175,New Rose Hotel (1998),28|18
2176,Plunkett & MaCleane (1999),28|12|18
2177,Romance (1999),18|10749
2178,Alvarez Kelly (1966),37
2179,And the Ship Sails On (E la nave va) (1983),35|10752
2180,The Dark Half (1993),27|9648
2181,Gulliver's Travels (1939),12|16
2182,Monkey Shines (1988),27
2183,Phantasm (1979),27
2184,Psycho II (1983),27|9648|53
2185,Psycho III (1986),27|53
2186,Sanjuro (Tsubaki Sanjûrô) (1962),28|12|18
2187,Random Hearts (1999),18|10749
2188,Superstar (1999),35
2189,Boys Don't Cry (1999),18
2190,The Limey (1999),80|18|53
2191,Risky Business (1983),35
2192,Total Recall (1990),28|12|53
2193,Body Heat (1981),80|53
2194,Ferris Bueller's Day Off (1986),35
2195,The Year of Living Dangerously (1982),18|10749|10752
2196,High Plains Drifter (1973),37
2197,Hang 'Em High (1968),80|18|37
2198,Drunken Master (Jui kuen) (1978),28|35
2199,"Il) Conformist, The (Conformista (1970)",18
2200,Hairspray (1988),35|18
2201,Brief Encounter (1946),18|10749
2202,The Razor's Edge (1984),18
2203,Reds (1981),18|10749
2204,Return with Honor (1998),99
2205,Time of the Gypsies (Dom za vesanje) (1989),35|80|18|14
2206,Days of Heaven (1978),18
2207,The Lady Eve (1941),35|10749
2208,Sullivan's Travels (1941),12|35|10749
2209,The Palm Beach Story (1942),35
2210,Gilda (1946),18|9648|10749
2211,South Pacific (1958),10749|10752
2212,Flashdance (1983),18|10749
2213,Indochine (1992),18|10749
2214,The Dirty Dozen (1967),28|18|10752
2215,Help! (1965),35
2216,Goldfinger (1964),28|12|53
2217,From Russia with Love (1963),28|12|53
2218,Dr. No (1962),28|12|53
2219,The Blue Lagoon (1980),12|18|10749
2220,A (Per un pugno di dollari) Fistful of Dollars (1964),28|37
2221,Sydney (Hard Eight) (1996),80|18|53
2222,Home Alone 2: Lost in New York (1992),35
2223,Someone to Watch Over Me (1987),28|80|53
2224,Fight Club (1999),28|80|18|53
2225,The Story of Us (1999),35|18
2226,Fever Pitch (1997),35|10749
2227,Julien Donkey-Boy (1999),18
2228,The Omega Code (1999),28
2229,The Straight Story (1999),12|18
2230,The Bad Seed (1956),18|53
2231,Time Bandits (1981),12|35|14
2232,A (Un homme et une femme) Man and a Woman (1966),18|10749
2233,Fitzcarraldo (1982),12|18
2234,All That Jazz (1979),18|14
2235,Red Sorghum (Hong gao liang) (1987),18|10752
2236,Crimes and Misdemeanors (1989),35|80|18
2237,Bats (1999),27|53
2238,The Best Man (1999),35|18
2239,Bringing Out the Dead (1999),18
2240,Crazy in Alabama (1999),35|18
2241,Three to Tango (1999),35|10749
2242,Body Shots (1999),18
2243,The Guardian (1990),27|53
2244,The Ipcress File (1965),53
2245,On Any Sunday (1971),99
2246,RoboCop (1987),28|80|18|53
2247,RoboCop 2 (1990),28|80|53
2248,Who Framed Roger Rabbit? (1988),12|16|35|80|14|9648
2249,Melvin and Howard (1980),18
2250,For Your Eyes Only (1981),28|12|53
2251,Licence to Kill (1989),28|12|53
2252,Live and Let Die (1973),28|12|53
2253,Rawhead Rex (1986),27|53
2254,Thunderball (1965),28|12|53
2255,House on Haunted Hill (1999),27|53
2256,Music of the Heart (1999),18
2257,Being John Malkovich (1999),35|18|14
2258,Princess Mononoke (Mononoke-hime) (1997),28|12|16|18|14
2259,My Best Fiend (Mein liebster Feind) (1999),99
2260,Train of Life (Train de vie) (1998),35|18|10749|10752
2261,The Bachelor (1999),35|10749
2262,The Bone Collector (1999),53
2263,The Insider (1999),18|53
2264,American Movie (1999),99
2265,Last Night (1998),18
2266,Rosetta (1999),18
2267,Don't They? They Shoot Horses (1969),18
2268,Bride of Re-Animator (1990),35|27
2269,Bustin' Loose (1981),35
2270,Coma (1978),53
2271,Creepshow (1982),27
2272,Creepshow 2 (1987),27
2273,Re-Animator (1985),35|27
2274,Drugstore Cowboy (1989),80|18
2275,Falling Down (1993),28|18
2276,The Funhouse (1981),27
2277,The General (1926),35|10752
2278,Piranha (1978),27
2279,The Taming of the Shrew (1967),35
2280,Nighthawks (1981),28|18
2281,Yojimbo (1961),28|12
2282,Repossessed (1990),35
2283,The Omega Man (1971),28|18|53
2284,Spaceballs (1987),35
2285,Robin Hood (1973),12|16|35
2286,Mister Roberts (1955),35|18|10752
2287,La) Quest for Fire (Guerre du feu (1981),12|18
2288,Little Big Man (1970),37
2289,A Face in the Crowd (1957),18
2290,Trading Places (1983),35
2291,Meatballs (1979),35
2292,Meatballs Part II (1984),35
2293,Meatballs III (1987),35
2294,Meatballs 4 (1992),35
2295,Dead Again (1991),9648|10749|53
2296,Peter's Friends (1992),35|18
2297,The Incredibly True Adventure of Two Girls in Love (1995),35|10749
2298,Under the Rainbow (1981),35
2299,Anywhere But Here (1999),35|18
2300,Dogma (1999),12|35|14
2301,The Messenger: The Story of Joan of Arc (1999),18|10752
2302,Pokémon: The First Movie (1998),12|16|14
2303,Felicia's Journey (1999),53
2304,Oxygen (1999),80|18|53
2305,Where's Marlowe? (1998),35
2306,The Commitments (1991),35|18
2307,Holiday Inn (1942),35
2308,The Longest Day (1962),28|18|10752
2309,Poison Ivy (1992),18|53
2310,Poison Ivy: New Seduction (1997),18|53
2311,Tora! Tora! Tora! (1970),28|18|10752
2312,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),35|18
2313,The Verdict (1982),18|9648
2314,The Adventures of Buckaroo Banzai Across the 8th Dimension (1984),12|35
2315,Stand and Deliver (1988),35|18
2316,Moonstruck (1987),35|10749
2317,The Sandpiper (1965),18|10749
2318,Jeremiah Johnson (1972),37
2319,Repulsion (1965),18|27
2320,Irma la Douce (1963),35
2321,42 Up (1998),99
2322,Liberty Heights (1999),18
2323,Mansfield Park (1999),35|18|10749
2324,Sleepy Hollow (1999),14|27|9648|10749
2325,The World Is Not Enough (1999),28|12|53
2326,All About My Mother (Todo sobre mi madre) (1999),18
2327,Babes in Toyland (1934),35|14
2328,Scrooged (1988),35|14|10749
2329,Harvey (1950),35|14
2330,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),18
2331,Matewan (1987),18
2332,Kagemusha (1980),18|10752
2333,McCabe & Mrs. Miller (1971),18|37
2334,Maurice (1987),18|10749
2335,The Grapes of Wrath (1940),18
2336,My Man Godfrey (1957),35
2337,The Shop Around the Corner (1940),35|18|10749
2338,The Natural (1984),18
2339,Shampoo (1975),35|18|10749
2340,A River Runs Through It (1992),18
2341,Fatal Attraction (1987),18|53
2342,Jagged Edge (1985),80|10749|53
2343,Stanley & Iris (1990),18|10749
2344,Midnight Run (1988),28|35|80|53
2345,Awakenings (1990),18|9648
2346,Come See the Paradise (1990),18|10749
2347,Backdraft (1991),28|18
2348,The Fisher King (1991),35|18|14|10749
2349,The River (1984),18
2350,Places in the Heart (1984),18
2351,'night Mother (1986),18
2352,End of Days (1999),28|14|27|9648|53
2353,Toy Story 2 (1999),12|16|35|14
2354,Flawless (1999),18
2355,Ride with the Devil (1999),18|10749|10752
2356,The Distinguished Gentleman (1992),35
2357,The End of the Affair (1999),18
2358,Holy Smoke (1999),35|18
2359,Sweet and Lowdown (1999),35|18
2360,Bonfire of the Vanities (1990),35|80|18
2361,Daddy Long Legs (1919),35|18
2362,Grand Illusion (La grande illusion) (1937),18|10752
2363,The Great Santini (1979),18
2364,Stealing Home (1988),18
2365,The Two Jakes (1990),18
2366,U2: Rattle and Hum (1988),99
2367,Hell in the Pacific (1968),18|10752
2368,Cradle Will Rock (1999),18
2369,Deuce Bigalow: Male Gigolo (1999),35
2370,The Green Mile (1999),80|18
2371,The Cider House Rules (1999),18
2372,The War Zone (1999),18|53
2373,The Last Picture Show (1971),18
2374,The 7th Voyage of Sinbad (1958),28|12|14
2375,Anna and the King (1999),18|10749
2376,Bicentennial Man (1999),18|10749
2377,Stuart Little (1999),35|14
2378,The (Jing ke ci qin wang) Emperor and the Assassin (1999),18
2379,Fantasia 2000 (1999),16
2380,Magnolia (1999),18
2381,Onegin (1999),18|10749
2382,Simpatico (1999),35|18
2383,Topsy-Turvy (1999),35|18
2384,Boiling Point (1993),28|18
2385,Carnal Knowledge (1971),35|18
2386,Easy Rider (1969),12|18
2387,The Falcon and the Snowman (1985),80|18|53
2388,Room at the Top (1959),18
2389,Any Given Sunday (1999),18
2390,Man on the Moon (1999),35|18
2391,Galaxy Quest (1999),12|35
2392,The Talented Mr. Ripley (1999),18|9648|53
2393,Next Friday (2000),35
2394,The Hurricane (1999),18
2395,Angela's Ashes (1999),18
2396,Titus (1999),18
2397,Jr. Mr. Death: The Rise and Fall of Fred A. Leuchter (1999),99
2398,The Third Miracle (1999),18
2399,Snow Falling on Cedars (1999),18
2400,Interrupted Girl (1999),18
2401,My Dog Skip (1999),18
2402,Supernova (2000),12|53
2403,The (a.k.a. Malli) (Theeviravaathi) Terrorist (1998),18
2404,The Way We Were (1973),18|10749
2405,Stalag 17 (1953),18|10752
2406,The Presidio (1988),28|80|10749|53
2407,Papillon (1973),80|18
2408,The Last Detail (1973),35|18
2409,Five Easy Pieces (1970),18
2410,Dead Calm (1989),53
2411,The Boys from Brazil (1978),28|9648|53
2412,Against All Odds (1984),10749
2413,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),28|35
2414,Fast Times at Ridgemont High (1982),35|18|10749
2415,A Cry in the Dark (1988),18
2416,Batman: Mask of the Phantasm (1993),16
2417,American Flyers (1985),18
2418,A Star Is Born (1937),18
2419,Pacific Heights (1990),9648|53
2420,The Draughtsman's Contract (1982),18
2421,A Zed & Two Noughts (1985),18
2422,Woman in the Dunes (Suna no onna) (1964),18
2423,Down to You (2000),35|10749
2424,The Odessa File (1974),53
2425,Where the Buffalo Roam (1980),35
2426,Eye of the Beholder (1999),53
2427,The Big Tease (1999),35
2428,The (Phörpa) Cup (1999),35
2429,Encino Man (1992),35
2430,The Goodbye Girl (1977),35|10749
2431,Malcolm X (1992),18
2432,Sister Act (1992),35|80
2433,Sister Act 2: Back in the Habit (1993),35
2434,The Hand That Rocks the Cradle (1992),18|53
2435,Alive (1993),18
2436,Agnes of God (1985),18|9648
2437,Scent of a Woman (1992),18
2438,Wayne's World (1992),35
2439,Wayne's World 2 (1993),35
2440,A League of Their Own (1992),35|18
2441,Patriot Games (1992),28|80|18|53
2442,The Bodyguard (1992),18|10749|53
2443,Death Becomes Her (1992),35|14
2444,Far and Away (1992),12|18|10749
2445,Howards End (1992),18
2446,Singles (1992),35|18|10749
2447,Twin Peaks: Fire Walk with Me (1992),80|18|9648|53
2448,White Men Can't Jump (1992),35|18
2449,Buffy the Vampire Slayer (1992),28|35|27
2450,Hard-Boiled (Lat sau san taam) (1992),28|80|18|53
2451,Man Bites Dog (C'est arrivé près de chez vous) (1992),35|80|18|53
2452,El Mariachi (1992),28|80|53|37
2453,Stop! Or My Mom Will Shoot (1992),28|35
2454,Forever Young (1992),18|10749
2455,The Cutting Edge (1992),35|18|10749
2456,Of Mice and Men (1992),18
2457,Bad Lieutenant (1992),80|18
2458,Scream 3 (2000),35|27|9648|53
2459,Single White Female (1992),18|53
2460,The Boondock Saints (2000),28|80|18|53
2461,Gun Shy (2000),35
2462,The Baby (1973),27
2463,The Brandon Teena Story (1998),99
2464,Minnie and Moskowitz (1971),28
2465,They Might Be Giants (1971),35|9648|10749
2466,The Beach (2000),12|18
2467,Snow Day (2000),35
2468,The Tigger Movie (2000),16
2469,Not One Less (Yi ge dou bu neng shao) (1999),18
2470,Eaten Alive (1977),27
2471,Raining Stones (1993),18
2472,To Sir with Love (1967),18
2473,Boiler Room (2000),80|18|53
2474,Hanging Up (2000),35|18
2475,Pitch Black (2000),27|53
2476,The Whole Nine Yards (2000),35|80
2477,Beautiful People (1999),35
2478,Black Tar Heroin: The Dark End of the Street (2000),99
2479,The Circus (1928),35
2480,City Lights (1931),35|18|10749
2481,The Flamingo Kid (1984),35|18
2482,The Kid (1921),35|18
2483,Class Reunion (1982),35
2484,Happy Go Lovely (1951),
2485,Reindeer Games (2000),28|53
2486,Wonder Boys (2000),35|18
2487,Chain of Fools (2000),35|80
2488,Drowning Mona (2000),35
2489,The Next Best Thing (2000),35|18
2490,What Planet Are You From? (2000),35
2491,Beyond the Mat (1999),99
2492,Ghost Dog: The Way of the Samurai (1999),80|18
2493,The Year My Voice Broke (1987),18|10749
2494,Splendor in the Grass (1961),18|10749
2495,My Tutor (1983),18
2496,Key Largo (1948),80|18|53
2497,Born Yesterday (1950),35
2498,Birdy (1984),18|10752
2499,Blood Feast (1963),27
2500,the Lonesome Cougar Charlie (1967),12
2501,Never Cry Wolf (1983),12|18
2502,A Raisin in the Sun (1961),18
2503,The Closer You Get (2000),35|10749
2504,Mission to Mars (2000),
2505,The Ninth Gate (1999),14|27|9648|53
2506,East-West (Est-ouest) (1999),18|10749
2507,Defending Your Life (1991),35|18|14|10749
2508,Breaking Away (1979),35|18
2509,Hoosiers (a.k.a. Best Shot) (1986),18|10749
2510,Bull Durham (1988),35|18|10749
2511,Dog Day Afternoon (1975),80|18
2512,American Graffiti (1973),35|18
2513,The Asphalt Jungle (1950),80
2514,The Searchers (1956),18|37
2515,The Big Country (1958),10749|37
2516,Betrayed (1988),18|53
2517,The Bridge at Remagen (1969),28|10752
2518,Daughters of the Dust (1991),18
2519,"Der) Ogre, The (Unhold (1996)",18
2520,On the Beach (1959),18
2521,The Taking of Pelham One Two Three (1974),28|80
2522,Volunteers (1985),35
2523,JFK (1991),18|9648|53
2524,Who's Harry Crumb? (1989),35|9648
2525,Harry and the Hendersons (1987),35
2526,Let's Get Harry (1986),28|12
2527,Shanghai Surprise (1986),12|80|18|10749
2528,Who's That Girl? (1987),35
2529,She-Devil (1989),35
2530,Date with an Angel (1987),35|14|10749
2531,Blind Date (1987),35|10749
2532,Nadine (1987),35
2533,The Muppet Movie (1979),12|35
2534,The Great Muppet Caper (1981),35
2535,The Muppets Take Manhattan (1984),35
2536,We're Back! A Dinosaur's Story (1993),12|16|14
2537,Baby... Secret of the Lost Legend (1985),12
2538,Turtle Diary (1985),35|18|10749
2539,Raise the Titanic (1980),18|53
2540,Titanic (1953),28|18
2541,A Night to Remember (1958),28|18
2542,Captain Horatio Hornblower R.N. (1951),28|12|18|10752
2543,Erin Brockovich (2000),18
2544,Final Destination (2000),18|53
2545,Soft Fruit (1999),35|18
2546,"L') Bear, The (Ours (1988)",12|18
2547,Love Is a Many-Splendored Thing (1955),18|10749|10752
2548,The (Zerkalo) Mirror (1975),18
2549,The Crimson Pirate (1952),12|35
2550,Thelma & Louise (1991),12|80|18
2551,...And Justice for All (1979),18|53
2552,Animal House (1978),35
2553,She's Gotta Have It (1986),35|10749
2554,School Daze (1988),18
2555,Do the Right Thing (1989),18
2556,Mo' Better Blues (1990),18
2557,Jungle Fever (1991),18|10749
2558,The Champ (1979),18
2559,Creature Comforts (1989),16|35
2560,Death Wish (1974),28|80|18
2561,Death Wish 2 (1982),28|18
2562,Death Wish 3 (1985),28|18
2563,Death Wish 4: The Crackdown (1987),28|18
2564,Death Wish 5: The Face of Death (1994),28|18
2565,Double Indemnity (1944),80|18
2566,Dying Young (1991),18|10749
2567,Teenage Mutant Ninja Turtles (1990),28|35|14
2568,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),28|14
2569,Teenage Mutant Ninja Turtles III (1993),28|12|35|14
2570,Red Dawn (1984),28|18|10752
2571,Band of the Hand (1986),28|80|18
2572,Bloodsport (1988),28
2573,Eyes of Laura Mars (1978),9648|53
2574,Funny Bones (1995),35|18
2575,The Good Earth (1937),18
2576,Vietnam Good Morning (1987),35|18|10752
2577,The Good Mother (1988),18
2578,Grumpy Old Men (1993),35
2579,Guess Who's Coming to Dinner (1967),18
2580,Romeo Must Die (2000),28|80|10749|53
2581,Here on Earth (2000),18|10749
2582,Whatever It Takes (2000),35|10749
2583,Buddy Boy (1999),18|53
2584,Gothic (1986),18|27
2585,Lord of the Flies (1963),12|18|53
2586,Modern Times (1936),35|18|10749
2587,Heart and Souls (1993),35|14
2588,Hud (1963),18|37
2589,The Hustler (1961),18
2590,Inherit the Wind (1960),18
2591,Dersu Uzala (1975),12|18
2592,Close Encounters of the Third Kind (1977),12|18
2593,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),35
2594,Retroactive (1997),53
2595,A Place in the Sun (1951),18|10749
2596,Jacob's Ladder (1990),27|9648
2597,Empire Records (1995),35|18
2598,La Bamba (1987),18
2599,Ladyhawke (1985),12|14|10749
2600,Lucas (1986),18|10749
2601,High Fidelity (2000),35|18|10749
2602,The Road to El Dorado (2000),16
2603,The Skulls (2000),53
2604,Hook (1991),12|35|14
2605,The Son of the Sheik (1926),12|35|10749
2606,True Grit (1969),12|18|37
2607,Madame Sousatzka (1988),18
2608,Max Dugan Returns (1983),35
2609,Midnight Express (1978),18
2610,Misery (1990),18|27|53
2611,Mr. Saturday Night (1992),35|18
2612,Murphy's Romance (1985),35|10749
2613,My Life (1993),18
2614,Solaris (Solyaris) (1972),18|9648
2615,Network (1976),35|18
2616,No Way Out (1987),18|9648|53
2617,North Dallas Forty (1979),35|18
