movieId,title,actors,director,release_date,summary,duration,genre_id
87,"Heidi Fleiss: Hollywood Madam (1995)","Chris Farley, David Spade, Tim Matheson, Gary Busey, Chris Owen","Penelope Spheeris",1996-02-01,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",87,18
88,"City Hall (1996)","Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken, Roma Maffia","John Badham",1995-11-22,"An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.",89,18
91,"Unforgettable (1996)","Julia Roberts, John Malkovich, George Cole, Michael Gambon, Glenn Close","Stephen Frears",1996-02-23,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",104,18
92,"Happy Gilmore (1996)","Angela Bassett, Eddie Murphy, Allen Payne, Kadeem Hardison, John Witherspoon","Wes Craven",1995-10-26,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",102,18
93,"The Bridges of Madison County (1995)","Timothy Hutton, Matt Dillon, Noah Emmerich, Annabeth Gish, Lauren Holly","Ted Demme",1996-02-09,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",112,27
94,"Nobody Loves Me (Keiner liebt mich) (1994)","John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo, Frank Whaley","John Woo",1996-02-09,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",108,18
95,"Muppet Treasure Island (1996)","Michael Maloney, Richard Briers, Joan Collins, Nicholas Farrell, Julia Sawalha","Kenneth Branagh",1995-09-29,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",99,18
96,"Catwalk (1996)","Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili, Solo","Mathieu Kassovitz",1995-05-31,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",98,27
98,"Taxi Driver (1976)","Nick Broomfield, Heidi Fleiss, Madam Alex, Ivan Nagy, Corinne Bohrer","Nick Broomfield",1995-12-27,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",106,18
99,"Rumble in the Bronx (Hont faan kui) (1995)","Al Pacino, John Cusack, Bridget Fonda, Danny Aiello, Martin Landau","Harold Becker",1996-02-16,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",111,80
100,"Before and After (1996)","Luke Wilson, Owen Wilson, Robert Musgrave, Lumi Cavazos, James Caan","Wes Anderson",1996-02-21,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",91,18
101,"Anne Frank Remembered (1995)","Ellen DeGeneres, Bill Pullman, Joan Cusack, Dean Stockwell, Joan Plowright","Nick Castle",1996-02-16,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",96,18
102,"The Young Poisoner's Handbook (1995)","Ray Liotta, Linda Fiorentino, Peter Coyote, Christopher McDonald, David Paymer","John Dahl",1996-02-23,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",116,18
103,"If Lucy Fell (1996)","Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay, Carl Weathers","Dennis Dugan",1996-02-16,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",92,18
104,"Steal Little Steal Big (1995)","Meryl Streep, Clint Eastwood, Annie Corley, Victor Slezak, Jim Haynie","Clint Eastwood",1995-06-02,"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.",135,18
105,"The Boys of St. Vincent (1992)","Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au, Elisabeth Trissenaar, Joachim Król","Doris Dörrie",1994-11-07,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",104,18
106,"Boomerang (1992)","Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop, Dave Goelz","Brian Henson",1996-02-16,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",99,18
107,"Chungking Express (Chung Hing sam lam) (1994)","Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann, Sandra Bernhard","Robert Leacock",1995-12-08,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",95,80
109,"The NeverEnding Story III (1994)","Mel Gibson, Catherine McCormack, Sophie Marceau, Patrick McGoohan, Angus Macfadyen","Mel Gibson",1995-05-24,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",177,18
110,"Jupiter's Wife (1994)","Robert De Niro, Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle","Martin Scorsese",1976-02-09,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.",114,18
111,"Pie in the Sky (1996)","Jackie Chan, Anita Mui, Françoise Yip, Bill Tung Biu, Marc Akerstream","Stanley Tong Gwai-Lai",1995-01-21,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",106,18
112,"Jade (1995)","Meryl Streep, Liam Neeson, Edward Furlong, Julia Weldon, Alfred Molina","Barbet Schroeder",1996-02-23,"Two parents deal with the effects when their son is accused of murdering his girlfriend.",108,18
115,"Up Close and Personal (1996)","Kenneth Branagh, Glenn Close, Anne Frank, Otto Frank","Jon Blair",1995-06-08,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",117,18
116,"The Birdcage (1996)","Hugh O'Conor, Antony Sher, Ruth Sheen, Roger Lloyd Pack, Charlotte Coleman","Benjamin Ross",1995-01-20,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",99,18
117,"The Brothers McMullen (1995)","Sarah Jessica Parker, Eric Schaeffer, Ben Stiller, Elle Macpherson, James Rebhorn","Eric Schaeffer",1996-03-08,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",92,18
118,"Bad Boys (1995)","Andy García, Alan Arkin, Rachel Ticotin, Joe Pantoliano, Ally Walker","Andrew Davis",1995-09-29,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",113,18
120,"The Basketball Diaries (1995)","Henry Czerny, Johnny Morina, Brian Dooley, Philip Dinn, Brian Dodd","John N. Smith",1994-06-03,"The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland.",93,80
121,"An Awfully Big Adventure (1995)","Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier, Grace Jones","Reginald Hudlin",1992-06-30,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",117,18
122,"Amateur (1994)","Brigitte Lin Ching-Hsia, Tony Leung, Faye Wong, Takeshi Kaneshiro, Valerie Chow","Wong Kar-wai",1994-07-14,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",103,14
124,"Rob Roy (1995)","Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore, George Segal","David O. Russell",1996-03-22,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",93,18
125,"The Addiction (1995)","Jason James Richter, Melody Kay, Jack Black, Ryan Bollman, Freddie Jones","Peter MacDonald",1994-10-26,"A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.",95,18
127,"Beauty of the Day (Belle de jour) (1967)","Maggie Cogan","Michel Negroponte",1995-09-08,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.",87,27
128,"Beyond Rangoon (1995)","Josh Charles, Anne Heche, John Goodman, Christine Lahti, Christine Ebersole","Bryan Gordon",1996-02-09,"A young man obsessed with traffic patterns attempts to reunite with his first love.",95,18
131,"Casper (1995)","David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna, Michael Biehn","William Friedkin",1995-10-13,"When a prominent art dealer is found murdered, the man's death leads to an intriguing investigation steeped in sex, corruption and crime. District Attorney David Corelli gets assigned to the case and discovers that a key suspect is his ex-lover Katrina Gavin, a beautiful psychologist who has settled down with his old friend and peer. As Corelli gets deeper into the case, he uncovers dark secrets with far-reaching implications.",95,18
134,"Crimson Tide (1995)","Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton, Bruce Dern","David S. Ward",1996-03-01,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",92,18
136,"Desperado (1995)","Dirk Shafer, Mary Stein, Claudette Sutherland, Cal Bartlett, Vivian Paxton","Dirk Shafer",1995-09-15,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",86,18
139,"The Doom Generation (1995)","Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna, Kate Nelligan","Jon Avnet",1996-03-01,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",119,18
140,"First Knight (1995)","Robin Williams, Gene Hackman, Nathan Lane, Dan Futterman, Dianne Wiest","Mike Nichols",1996-03-08,"Middle-aged gay life partners, Armand Goldman, a Jewish drag club owner, and Albert, the club's flamboyant star attraction, live in the eclectic community of South Beach and have raised a straight son. Now, their newly engaged son, 20-year-old Val, wants to bring his fiancée, Barbara, and her ultraconservative parents home to meet his family for the first time. By Val's request, Armand pretends to be straight, not Jewish and attempts to hide his relationship with Albert, in order to please Barbara's father, controversial right-wing Republican Sen. Kevin Keeley.",119,18
143,"Jeffrey (1995)","Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton, Edward Burns","Edward Burns",1995-08-09,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.",98,18
144,"Johnny Mnemonic (1995)","Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Joe Pantoliano","Michael Bay",1995-04-07,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",119,18
145,"Judge Dredd (1995)","Stephen Lang, Ryan Slater, Ding Yi, Brian Wagner, Isabella Hofmann","Christopher Cain",1995-08-25,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",84,18
146,"Jury Duty (1995)","Leonardo DiCaprio, Mark Wahlberg, James Madio, Lorraine Bracco, Patrick McGaw","Scott Kalvert",1995-04-21,"A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.",102,14
147,"Kids (1995)","Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong, Peter Firth","Mike Newell",1995-05-11,"Liverpool. 1947. Right after World War II, a star struck naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue and learns about the grown-up world of the theater.",113,18
148,"Living in Oblivion (1995)","Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young, Chuck Montgomery","Hal Hartley",1994-08-05,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",105,18
149,"Lord of Illusions (1995)","Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris","Ron Howard",1995-06-30,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",140,18
150,"Love & Human Remains (1993)","Liam Neeson, Jessica Lange, John Hurt, Tim Roth, Eric Stoltz","Michael Caton-Jones",1995-04-13,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",139,18
151,"Mad Love (1995)","Lili Taylor, Christopher Walken, Annabella Sciorra, Edie Falco, Paul Calderon","Abel Ferrara",1995-10-06,"A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.",82,18
152,"Mallrats (1995)","Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman, Chris O'Donnell","Joel Schumacher",1995-06-16,"In the looming shadows of Gotham City, two villainous souls devise twin schemes of revenge against the city's dark guardian. Two-Face, disfigured by chance and fueled by vengeance, is obsessed with destroying Batman, while the Riddler, a disillusioned genius, pursues the destruction of billionaire Bruce Wayne. Together they've hatched a plot to absorb and control the minds of all of Gotham City's residents, and only Batman and his new partner, Robin, can stop them! But the Dark Knight is hindered by a mystery from his own childhood. He must hope that a new found love can help him overcome the incident that made him what he is. In the end, he must decide: will he be Batman—forever?",121,18
153,"Mighty Morphin Power Rangers: The Movie (1995)","Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page, Pierre Clémenti","Luis Buñuel",1967-05-24,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",101,18
154,"Mute Witness (1994)","Patricia Arquette, U Aung Ko, Frances McDormand, Spalding Gray, Tiara Jacquelina","John Boorman",1995-08-25,"Dr. Laura Bowman is a young widow who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s. Bowman initially left San Francisco with her sister in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.",100,18
155,"Nadja (1994)","Harvey Keitel, Lou Reed, Michael J. Fox, Roseanne Barr, Lily Tomlin","Wayne Wang",1995-09-15,"A wacky group of locals visit the neighborhood cigar shop, looking for good times and finding plenty of hilarious fun. But when the greedy owner threatens to close the shop for good and turn it into a trendy vegetarian restaurant, the neighborhood proves they'll do just about anything to save their favorite hangout.",83,18
156,"The Net (1995)","John Candy, Alan Alda, Rhea Perlman, Kevin Pollak, Rip Torn","Michael Moore",1995-06-08,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war with Canada.",91,53
157,"Nine Months (1995)","Bill Pullman, Christina Ricci, Cathy Moriarty, Eric Idle, Malachi Pearson","Brad Silberling",1995-05-26,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",100,18
158,"Party Girl (1995)","Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer, Isaiah Washington","Spike Lee",1995-09-15,"Strike is a young city drug pusher under the tutelage of drug lord Rodney Little. When a night manager at a fast-food restaurant is found with four bullets in his body, Strike’s older brother turns himself in as the killer. Detective Rocco Klein doesn’t buy the story, however, setting out to find the truth, and it seems that all the fingers point toward Strike & Rodney.",128,18
159,"The Prophecy (1995)","Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov","Frank Marshall",1995-06-09,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",109,18
160,"Reckless (1995)","Denzel Washington, Gene Hackman, Matt Craven, George Dzundza, Viggo Mortensen","Tony Scott",1995-05-12,"After the Cold War, a breakaway Russian republic with nuclear warheads becomes a possible worldwide threat. U.S. submarine Capt. Frank Ramsey signs on a relatively green but highly recommended Lt. Cmdr. Ron Hunter to the USS Alabama, which may be the only ship able to stop a possible Armageddon. When Ramsey insists that the Alabama must act aggressively, Hunter, fearing they will start rather than stop a disaster, leads a potential mutiny to stop him.",116,18
161,"Safe (1995)","Robert Crumb, Aline Kominsky, Charles Crumb, Maxon Crumb, Robert Hughes","Terry Zwigoff",1994-09-10,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",120,18
162,"The Scarlet Letter (1995)","Antonio Banderas, Salma Hayek Pinault, Joaquim de Almeida, Steve Buscemi, Cheech Marin","Robert Rodriguez",1995-08-25,"El Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his friend and a beautiful bookstore owner, El Mariachi tracks Bucho, takes on his army of desperados, and leaves his own trail of blood.",104,18
163,"Showgirls (1995)","Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Maury Chaykin","Carl Franklin",1995-09-29,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.",102,18
164,"Smoke (1995)","Bruce Willis, Samuel L. Jackson, Jeremy Irons, Larry Bryggman, Graham Greene","John McTiernan",1995-05-19,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",128,18
165,"Something to Talk About (1995)","Rose McGowan, James Duval, Johnathon Schaech, Cress Williams, Dustin Nguyễn","Gregg Araki",1995-10-20,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embarks on a sex- and violence-filled journey through a United States of psychos and quickie marts.",83,18
167,"Strange Days (1995)","Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham","Jerry Zucker",1995-07-07,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",134,18
168,"Les) Umbrellas of Cherbourg, The (Parapluies de Cherbourg (1964)","Jason James Richter, Michael Madsen, Jayne Atkinson, August Schellenberg, Mary Kate Schellhardt","Dwight H. Little",1995-07-19,"Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.",95,18
169,"Three Wishes (1995)","Jonny Lee Miller, Angelina Jolie, Matthew Lillard, Jesse Bradford, Renoly Santiago","Iain Softley",1995-09-14,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",107,18
170,"Total Eclipse (1995)","Steven Weber, Patrick Stewart, Michael T. Weiss, Bryan Batt, Nathan Lane","Christopher Ashley",1995-08-18,"Jeffrey, a gay man living in New York City with an overwhelming fear of contracting AIDS, concludes that being celibate is the only option to protect himself. As fate would have it, shortly after his declaration of a sex-free existence, he meets the handsome Steve Howard, his dream man -- except for his HIV-positive status. Facing this dilemma, Jeffrey turns to his best friend and an outrageous priest for guidance.",92,18
171,"Thanks for Everything! Julie Newmar To Wong Foo (1995)","Keanu Reeves, Dina Meyer, Takeshi Kitano, Ice-T, Dolph Lundgren","Robert Longo",1995-05-26,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",97,18
172,"Under Siege 2: Dark Territory (1995)","Sylvester Stallone, Diane Lane, Armand Assante, Rob Schneider, Jürgen Prochnow","Danny Cannon",1995-06-30,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",96,18
173,"Unstrung Heroes (1995)","Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray, Abe Vigoda","John Fortenberry",1995-04-12,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.",88,18
174,"Unzipped (1995)","Leo Fitzpatrick, Justin Pierce, Chloë Sevigny, Rosario Dawson, Yakira Peguero","Larry Clark",1995-07-28,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",91,18
175,"A Walk in the Clouds (1995)","Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck, James Le Gros","Tom DiCillo",1995-07-21,"Nick is the director of a low-budget indie film. He tries to keep everything together as his production is plagued with an insecure actress, a megalomaniac star, a pretentious, beret-wearing director of photography, and lousy catering.",90,18
176,"Waterworld (1995)","Scott Bakula, Kevin J. O'Connor, Famke Janssen, Joel Swetow, Daniel von Bargen","Clive Barker",1995-08-25,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.",119,18
177,"White Man's Burden (1995)","Thomas Gibson, Ruth Marshall, Cameron Bancroft, Mia Kirshner, Joanne Vannicola","Denys Arcand",1994-07-22,"In a Canadian metropolis, failed actor David shares a place with the bookish Candy, whom he dated before coming out as gay. While David, who now waits tables, pursues an aimless romance with a younger coworker, Candy dabbles in both same-sex and heterosexual affairs. As David and Candy's odd assortment of friends — including a telepathic sex worker and an ill-tempered yuppie — pass in and out of their beds, a serial murder stalks the city's women.",100,18
178,"Wild Bill (1995)","Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim, Robert Nadir","Antonia Bird",1995-05-26,"Matt falls for Casey, the new girl in school. She's fun-loving and eccentric, but there's a darkness to her whimsy that Matt can't begin to comprehend. When Casey attempts to commit suicide, her parents place her in a mental institution. Matt springs her out, and together the young lovers head on a road trip. They believe their love can ""cure"" Casey's problems. Matt starts to wonder, though, if are they inspired or misguided.",95,18
179,"The Browning Version (1994)","Jason Lee, Jeremy London, Shannen Doherty, Claire Forlani, Ben Affleck","Kevin Smith",1995-10-20,"Both dumped by their girlfriends, two best friends seek refuge in the local mall. Eventually, they decide to try and win back their significant others and take care of their respective nemeses.",94,18
180,"Bushwhacked (1995)","David Yost, Steve Cardenas, Amy Jo Johnson, Karan Ashley, Johnny Yong Bosch","Bryan Spicer",1995-06-30,"Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",96,99
